SK_ID_CURR,predicted_income
226751,120333
165584,106198
204048,115703
281425,136551
283852,265687
282047,104335
214340,157782
102811,155338
105619,147144
5400,282304
348112,132422
313510,206778
142634,91466
218907,113349
36535,129545
12186,154966
341347,236328
156306,128428
321962,126459
187676,129469
3889,127659
238056,293665
284912,151821
243968,175531
130199,228051
225163,162999
270679,112406
21123,122572
204987,245074
288500,138154
301550,172808
220652,275395
171216,182577
97299,138705
264123,145590
324419,159909
225637,117622
131620,167126
209277,143122
61457,115450
243409,123396
251703,105560
15709,94122
169433,122906
336935,189145
205,166842
131224,82341
339859,129832
118776,105060
250800,117689
180752,109469
93234,82921
271103,242143
340529,140354
305951,125349
195728,173061
24854,173449
203238,89204
12623,173574
252312,313909
188605,180378
213035,135387
295489,145640
285758,246160
24813,116510
219498,165295
65785,186657
14060,117800
180709,152462
164861,156305
25849,126370
78848,82612
82666,261809
346765,93738
333805,229629
65924,168920
12495,195178
64827,167148
292832,161223
61831,174564
86846,209612
103161,288615
118988,97455
119297,247675
46638,100394
200795,90741
152356,188107
348236,105276
166489,82367
126251,136079
159078,164259
246469,159173
279908,176054
134413,220244
66150,281957
276455,238034
35343,103291
8295,154411
94439,154643
304889,199985
167153,210914
161693,178863
169716,135458
346970,106254
282000,127370
196215,183321
194567,137028
64373,70296
302162,153921
314286,117210
28630,133845
24067,181552
16459,150778
202816,185584
127422,254245
113077,171794
216703,131285
347025,175500
295724,205602
145205,122989
255470,179625
144073,202317
163849,128814
61968,167501
93692,296794
95396,161337
82161,140064
97360,149597
5099,140229
347565,113835
79399,214710
274107,85905
196880,187684
140468,150053
176510,107356
238439,172791
117885,192882
134405,188440
278546,207834
161629,122339
63748,201120
46968,118889
160810,148815
354804,126581
251327,133508
1093,136264
287138,122244
205151,171411
251268,167726
64691,153826
291816,138496
179444,113506
14078,83319
161780,125273
351945,174729
260424,283951
69687,160000
21443,88864
297586,117155
31877,158424
2935,108963
15491,118889
149713,139807
17350,183558
219355,181447
204486,92825
334144,105623
246344,212246
270776,157771
191605,255570
141564,103493
193669,174487
88705,119416
234244,156099
113907,125310
15624,92045
143391,70279
97421,164818
29453,121806
146749,143057
60855,129060
301212,155440
135753,249990
49071,226509
29572,165085
17348,122831
216151,225818
12261,76525
73303,195903
297430,79182
347625,104876
256045,140966
154950,238881
349203,192073
303449,104411
230533,135933
280446,144371
71490,220169
60421,116469
205212,94757
52093,133067
12732,190107
44747,88606
323213,227058
158418,138450
112012,295193
174784,124114
182585,114910
43532,199906
174845,173663
222746,118468
41422,113149
170584,161011
174032,122410
31246,120110
325790,165526
266569,206622
299300,120919
193019,158381
147406,99984
310089,223178
26794,145241
284241,168775
258325,112986
41057,209339
322869,118263
260372,186577
225466,96249
116484,257831
20726,213641
47524,98248
96458,108374
49005,134034
129112,172741
77942,300046
269857,154559
197364,141215
185327,183138
24354,119816
334101,233288
124173,221530
235423,161060
118376,133065
300752,119698
145704,164030
66346,108447
283676,106113
19441,183285
65159,155246
352867,137757
203326,187167
88057,163815
133729,134477
199229,164781
216479,135974
66724,146475
334413,113843
66096,225320
163932,197846
100920,133645
54737,201621
202820,110424
121191,186821
141068,244573
16709,110317
55257,127757
287127,297313
334387,100540
179078,248301
73087,122295
236099,236557
42389,178129
262142,187277
134819,222959
57321,140992
11054,109107
70490,202462
98323,183120
292796,149563
221290,215079
353739,214048
138185,95262
128749,118794
121016,108474
31392,105330
90337,234136
6184,109190
289751,162113
265702,139557
273671,88169
270366,228609
198838,122058
17433,150612
72954,148041
206885,233307
137297,186023
197123,187005
287978,157262
312331,123150
21949,163935
261904,187485
265843,97314
326422,133070
91483,131786
216449,102551
96466,112161
351588,156024
7052,132466
106767,87321
26169,133280
234490,231752
341855,113622
77963,203013
126436,111862
189651,140443
35177,130591
105673,142882
206639,127517
288745,141497
279180,90254
118699,138944
42588,103256
118712,173345
289984,160384
260587,220608
242358,114492
145116,117553
41428,173272
35007,109526
130357,166208
29132,121629
2626,248850
288251,112027
278000,95210
345976,164562
116212,208105
13455,142032
242079,145669
285491,158787
47549,320050
264631,136931
74532,227415
294513,116909
97522,144876
186661,158418
306567,138425
323810,136473
347737,114491
124610,158089
281135,156353
147447,165144
220689,133010
224428,189767
180407,119900
95345,182677
284205,165373
264702,217069
287958,133967
75513,159216
25070,115899
317379,122368
238381,88917
177144,108136
211006,214991
276436,285147
207847,170920
332778,96687
177962,99719
97702,201652
5057,121252
145178,87249
186584,263470
256461,235037
26937,127319
256087,114406
7785,99595
85387,91573
188442,94476
154282,151234
3596,212911
297441,277045
172252,163768
155518,298783
282475,179185
98584,128796
45072,231911
343082,217817
146689,131754
173717,136313
31607,110418
37588,179196
103725,112026
176316,100141
353028,108595
64250,121515
732,131598
66211,182182
38939,178240
339790,132943
70641,135438
162868,118312
181571,203234
152360,118557
217167,80417
272918,182109
213989,195804
306557,179092
270447,167356
285411,249541
110894,169325
348581,129646
183864,109894
47968,113974
293588,83802
281045,190919
108480,159793
14490,162502
175420,142503
204866,122046
332938,141306
278934,170275
80806,182792
212365,146674
284407,118864
95599,149397
343555,138300
127349,150506
100399,173884
20959,142090
129850,96054
144506,160844
354580,157322
194657,189610
21213,98630
87454,115821
251082,184606
299243,120043
177320,117054
172396,89034
57935,194579
205884,248585
291879,148704
345481,161011
81144,147296
290447,210871
183429,179036
126943,102789
103840,103180
342720,185670
83171,260206
319328,220026
168992,159349
241115,130640
4703,121880
159038,204178
78015,94947
245525,187165
35423,224694
36205,167125
89244,124255
58350,304869
230795,138010
21546,137881
258773,150206
22419,168560
48490,228373
179739,123840
687,99721
63597,157728
91910,202034
150051,97071
322160,276977
115303,82740
79835,169596
254350,126899
145681,179480
289073,192462
161937,211942
184993,95297
295441,182618
82574,139943
246225,276072
152016,137058
101987,204100
170713,177325
10940,167516
199760,165235
85087,178393
138689,168311
183066,235274
187565,97619
224034,164247
74527,142389
52811,94928
44705,108069
156017,198815
74988,127909
97682,179908
15535,212324
42135,130103
248204,212936
109249,146695
337471,89658
264089,171886
291621,160221
154907,114235
88931,157309
282562,179656
22223,213814
126114,149442
103601,230251
5960,99972
192223,104667
162892,125836
228234,119075
323223,149656
131400,113250
48426,117259
277030,92157
181666,128537
67293,247989
292182,127066
179674,137104
254131,173824
224574,139956
11630,240829
344923,171914
344998,154679
230518,218320
260744,123785
298723,120233
265238,208991
236754,189158
59278,199150
354963,138222
288506,141689
152843,127848
266417,99573
93533,377210
298244,98253
335451,110684
251501,137848
146440,228969
294228,229734
280313,145446
334989,114390
251313,117999
112407,84220
177126,185856
73642,241706
70743,115808
331028,319755
3161,185908
269517,213955
50966,83243
246609,98852
190528,210435
189391,162212
342812,146052
274977,147812
253368,241858
131976,134276
295453,165332
66735,151875
226495,205945
52778,119926
58984,115290
222133,102054
155517,131155
297320,140332
152001,103601
261542,129274
282933,142251
29493,188197
186175,152096
120191,151848
332556,165401
255912,126446
84036,147964
37325,206883
301796,187443
181166,217156
37250,179521
197876,184919
111802,129911
40003,182666
20344,202413
243104,151615
40144,204662
301222,133101
31057,140622
147337,136026
248685,123151
79133,178851
271466,113552
212714,83555
284844,111893
6868,183968
56180,184579
64021,201653
34066,151659
95628,115270
96166,134917
116406,199523
69067,117092
183175,125310
99429,135650
48105,254930
149132,179224
244685,107845
53070,228117
140646,127015
340173,95978
100783,159698
88295,159887
115966,104275
311236,124678
268561,126641
23637,121892
343785,147710
144283,194950
115501,140829
344489,124411
73349,92944
1323,131067
173831,84054
54,155211
328944,221959
280530,163887
276218,233800
27186,89891
235186,96797
295962,142722
305725,190902
103920,232094
196350,109992
276621,184453
33383,129734
252277,173093
333716,161508
176002,222143
285459,147728
280727,133024
235422,183017
120964,124397
131516,149727
35211,192107
29826,204275
194738,79129
317268,142069
114255,208986
108656,126506
20230,110824
117315,160526
327811,160019
227541,150621
237069,203099
196697,169983
207382,232578
341691,131228
22385,103693
176248,145641
178875,110264
82440,129771
100117,106982
243181,136953
318653,147039
144144,200303
51829,163469
346889,188817
291344,89704
87653,134974
123935,120948
268249,149414
70013,95243
182790,140055
319900,154384
71523,160129
244582,133468
170469,214173
228690,154038
339554,147201
163586,114921
110680,94688
108458,107356
289850,186456
234269,120144
13069,340493
124867,140636
230551,205289
272745,154655
164482,113927
266335,207046
197901,155257
221361,188760
189466,138309
164325,203685
64836,206692
296879,109395
102450,116133
275344,333638
339857,119137
277936,216690
280686,164688
170844,138152
221424,137102
150541,195736
7307,144320
293480,118849
45932,90294
254011,216911
126237,196404
117665,230782
222388,161568
338292,104793
335842,122069
42142,133022
166314,181155
298609,150162
53683,96799
146097,118857
91377,229942
103584,188241
86720,141307
204427,142546
92097,133946
155760,163149
128877,97851
207925,88475
84745,229391
206423,123339
193087,134735
319661,91723
143071,99104
306569,157691
233899,74621
238985,127437
94192,146538
135560,145166
41679,165736
172410,172466
299645,170738
333115,112256
183950,243010
55543,128142
143079,207066
75281,197956
181304,160647
209474,283789
355431,97055
303632,119952
345316,143762
231480,231677
183907,117933
252284,190259
217246,209740
6280,197443
262961,91588
299890,142365
31294,156872
322954,144759
301681,89357
304449,122364
226929,180977
214834,133735
106507,185566
85876,212226
77119,84140
78211,115956
334472,198110
301462,123105
340387,134540
327622,194144
340708,167074
295510,198858
2312,114664
169244,247922
122274,164530
144213,164040
129248,154452
1770,149441
351886,145547
146901,111991
107728,145587
307033,133145
145234,166457
257080,152798
127197,97230
75545,130623
45857,236345
327449,121103
68009,135389
89352,95334
303011,117294
118289,166015
32399,275048
305581,115370
316446,117719
284201,134832
308280,91005
150716,281690
271735,93489
233416,123028
28724,159711
336799,185516
83837,303331
277619,117986
109926,129707
148016,203293
338121,168541
249905,161929
210057,151528
133408,134754
134297,116945
257954,131308
217094,99541
178150,172513
16036,158380
308352,147615
296006,156836
105071,75250
143941,134279
270197,148191
233560,206324
319944,148068
180791,104709
169200,131205
294602,123203
277019,131003
110896,118104
95001,156109
26176,142556
152863,147202
219862,124870
273202,116169
320914,105661
209636,163031
282166,274916
178744,181677
99837,141100
354982,107915
354551,117907
117320,120615
174961,316031
286744,143296
23131,146648
294080,128177
184657,149203
211996,143093
217709,130103
350810,176122
247517,153456
156156,156095
224918,212521
256324,181766
164946,126617
7705,125001
43530,143763
214884,191091
176623,164521
179883,206999
128531,139511
45826,143963
102622,175435
197668,100257
264037,209222
58798,112820
128566,111964
280895,155970
274935,111402
152086,159508
257536,141893
27371,153753
196570,134169
267771,163582
165058,120377
110409,224650
59089,185497
256486,168107
183695,155834
213909,106500
11518,187413
139435,209456
300240,96140
317270,179127
326720,198713
285753,169675
203806,97927
261165,174007
89102,215191
198110,178191
312530,149853
342650,109484
234509,149510
326588,136454
64012,162585
143672,308292
194098,184514
16830,206318
259250,140280
158754,115170
5193,182200
225148,113659
99593,155871
117281,191342
21301,136472
269137,212265
256854,147698
73610,128068
65381,118713
355913,185479
79541,111485
192297,125603
120486,126606
275620,112541
83178,78223
275531,124542
122121,115244
19487,223097
94265,201792
176281,167550
286436,141737
251088,109587
136717,111943
341253,191156
232596,111524
272170,99490
313022,81589
106308,143594
218499,190966
216473,141001
171973,102806
214542,155758
245080,150777
326608,156659
4980,139674
100150,169510
45264,214382
76231,156878
348174,162388
17830,128975
48018,127710
163806,255758
102237,234286
308415,228623
294476,142885
56986,127139
69158,167762
119807,153079
212559,159883
174844,215308
291916,125655
183949,114634
282287,155008
174719,238696
114105,208093
135717,124290
155351,228773
338414,153067
23320,117379
74219,241579
201053,162658
336139,198246
250859,167446
283394,119195
170624,127779
130842,119502
111805,121243
62675,147250
120032,148313
262191,304651
249341,229037
350328,186708
251873,252562
117694,201086
69114,102949
214570,213079
253424,228495
215761,141657
199874,158673
224890,108258
204565,123538
53793,133626
328478,195263
114659,212263
184671,139158
185095,192658
376,142899
318303,153656
180820,124433
189604,170609
117669,254768
174766,156380
344027,85446
12034,208906
266424,126489
110686,260480
237552,104455
310981,92591
24581,89299
318072,143510
96224,148461
140698,268286
260083,144471
299598,141969
116465,177606
22035,200706
64020,111246
347920,110479
322687,146849
355823,81944
330882,157377
261744,123206
22611,163210
75198,72993
157429,145751
149682,169054
317716,166740
146516,197054
24209,161102
94426,183102
293420,106171
238519,128387
10706,222562
129243,161350
109569,119751
353268,97424
201134,147396
255704,125499
212181,119529
265487,168063
273216,162727
9879,194733
281384,144791
283638,144266
2232,239157
166428,159020
139076,130840
312020,99531
276419,159944
161833,166207
318018,182903
161279,94083
264704,143057
48978,149815
226981,118130
13466,306226
342421,117673
120851,100494
74075,292868
145983,154422
290583,112451
75341,110563
321531,130633
274626,144067
72237,158402
194645,134443
306443,190718
71268,128558
354746,153199
53827,105910
38413,160881
326683,145267
299756,272370
26723,148714
120768,114118
310442,149563
11329,121639
246492,107060
220687,168633
322211,162697
324162,129356
303610,244847
334289,188380
4787,284473
305617,152222
185436,168235
309800,149589
209935,229357
76077,194028
230618,137495
140510,153180
198884,115150
300650,78479
234691,260265
230521,100593
264755,93662
99367,191174
124429,222728
349667,160185
181570,92203
151272,94744
305994,122695
94153,182277
235065,179017
232751,185284
158905,105084
233778,166845
353592,141698
170980,169633
318114,108762
17720,150970
185362,130184
40265,157227
7988,180705
25025,164602
73595,114875
28903,180804
161109,161079
44847,137257
354927,122159
208383,135275
126491,121532
355363,174579
253433,76950
40167,131142
198026,209932
259806,132916
128927,190011
317959,193546
121928,173204
226199,101925
320995,153947
86463,111071
204944,154829
153839,258491
80910,133208
212297,137489
50209,150750
126229,122464
218132,146198
194926,117983
38218,198065
215307,198279
231279,152213
240992,213764
184270,166674
343055,252889
353808,146208
27959,159796
295857,113595
230165,166950
350155,125761
227299,161874
245485,163167
31082,147720
299423,118760
47114,156295
132761,132321
177891,144878
27030,165517
204956,260093
167516,179360
264572,182761
91635,137288
343810,69884
152512,97199
267558,142812
244057,169689
641,174789
109279,223158
125375,137324
326099,186478
102124,173695
15347,175897
26914,134549
12237,87949
110996,182648
91163,104757
335625,140958
263576,160521
245065,128513
284004,146680
178921,150632
108918,165261
17476,108118
145651,176529
77052,267508
64535,147823
96336,211823
77741,208202
68576,146882
197544,151867
283838,246151
314918,142849
165489,184198
249086,218184
104687,285091
99053,124138
197484,165871
19127,119686
254361,249324
260556,78189
92880,142528
72252,165147
221387,146410
2357,134246
279443,92635
306645,278363
51632,178764
273993,131051
123504,181491
335797,129791
298459,179750
8674,199436
256921,95054
128991,134588
156814,160425
315111,189463
337634,167412
120250,249970
98297,115141
24439,214466
195671,177313
240826,166836
286046,172197
356005,138671
249333,165057
312425,114911
163329,200656
227569,140234
329899,157567
74315,154254
124485,87804
139073,150850
315470,156738
133618,173398
205110,299884
222711,195054
199931,164190
275809,201746
44379,141382
341809,154134
107542,135670
88221,125295
205979,229121
152663,107348
337095,167201
32294,108953
195419,120148
89014,96987
112004,155457
120920,114062
162822,139664
41853,104211
332452,164942
28317,129329
286047,138263
117891,184937
146656,128985
259782,194523
313546,88822
20034,140974
273980,157576
253455,119238
282727,128604
93263,130815
276471,141014
160064,157374
77624,226969
28895,113159
306547,142837
148832,99757
212607,146124
304242,148840
188255,114102
218552,199127
62739,152805
32490,94431
306543,117615
81898,76881
242482,102610
199253,200760
121735,166066
47101,127191
354947,141250
326238,166222
258481,158129
156207,109933
228703,210684
28982,140723
75167,184126
148513,122584
173178,112205
333135,246982
111889,155714
327992,86745
14497,106895
34032,149191
331498,145048
261607,241152
87993,98184
97045,223397
52826,193127
175958,111492
8073,88206
101000,200634
117893,162558
121880,162570
188840,137832
186271,97830
119298,102322
347548,153029
42220,179717
351319,128648
148350,157270
194959,129051
32900,155585
88017,185465
243666,144680
242932,190110
252171,208486
352851,174583
297352,269147
14012,171054
140208,136732
348649,186928
290150,250982
219883,153495
12958,164926
310240,133144
348941,130372
225751,108713
263645,113288
140747,143073
237460,148656
305351,137303
53295,141244
67158,153572
19643,169014
104772,104740
161720,99824
51275,128033
144574,152806
5836,121560
136885,152482
216538,184048
93414,121773
282838,281109
142917,191411
46920,179112
23102,158382
69140,166691
80668,181369
168353,83710
312104,180107
161974,148078
129290,191245
103541,115577
40775,234483
282524,181079
160953,118801
162154,200157
159955,198574
328090,164645
252635,99143
131056,127185
265052,172042
244937,114434
201898,152610
57376,182248
186110,91208
342397,119318
24530,116139
257480,116362
237367,151445
262109,100972
180950,177107
25534,146889
324340,135642
164773,163104
311490,187389
352203,188478
229955,145815
19711,132994
210899,130608
236746,203846
243541,106803
281834,131822
345985,307575
319465,97339
226896,130844
282478,98085
181669,191769
171028,210996
309440,256630
260588,147569
168875,182134
167948,156956
167027,160168
122561,229580
65796,117692
87365,139305
72000,117664
98437,96944
284702,106667
132633,217067
56150,94747
111498,118378
233683,165907
24088,131679
89348,139606
99627,106469
242327,97596
270564,162304
288086,211575
334861,97565
254822,174442
196903,112389
201292,230978
79188,229817
214617,176612
148957,136462
210041,133724
162159,93191
260708,150839
250617,165170
184799,126515
234982,139564
10612,136818
76337,148052
61043,175966
287478,194473
277010,83706
193503,233339
202782,163834
244896,124012
29131,258576
93037,227639
187329,143159
65216,275951
253119,131753
256336,144464
155843,103105
319739,221578
216157,205522
28175,71683
65591,97254
94733,126231
305108,113044
321618,97959
119508,198972
247251,156382
41910,120845
178160,142000
238424,126876
323572,212049
37402,122180
188244,116971
233830,253929
73189,118030
206250,143326
126939,124990
303396,138300
69870,143012
252110,159730
129337,150848
53692,156267
278531,127681
137220,227481
132566,178363
190740,227452
307183,160841
65712,120002
44184,144689
23586,446494
243554,135825
240398,158155
231569,144336
170197,175002
318234,144619
241545,123124
167680,146975
261048,138564
273767,98909
76266,92170
235478,167994
200628,177645
243002,139189
100543,202492
12594,100382
227848,121391
139439,119030
339603,204578
234810,158746
127657,344200
223021,177985
29231,126146
151308,220613
250389,156115
164065,148243
330353,151516
36325,151645
247623,188020
122390,143867
214127,126558
109205,204328
193913,104842
173311,141166
285423,215228
344772,183396
176836,91639
71042,165372
52673,138970
112475,140149
52432,155892
218393,112930
186459,114889
246841,96464
354019,163358
336928,221905
42367,151207
353737,130765
305456,222623
295155,145542
46896,178069
241915,145923
329662,188332
36173,111198
219086,158154
300455,193127
188739,182171
99068,188979
338102,181432
226439,137403
324446,169302
19116,178389
192373,164505
76272,81161
312986,251115
274020,101281
188574,128855
95708,152600
136249,140318
231287,232064
72183,132410
141382,192287
245808,195806
138207,186591
276597,175175
310453,158371
237091,169077
38594,215457
298954,140974
179331,172679
305486,105087
259163,158779
331995,165029
155583,113686
215658,178688
36089,192735
104450,101816
238404,104511
169873,176071
51348,159772
70317,237230
112792,187533
317331,163776
16159,170109
334405,195945
69468,163160
344219,196227
100589,229995
331266,129968
285852,174614
325528,116299
149415,279668
224742,143018
264117,67996
39105,139999
63404,121063
113131,173183
138157,177837
303992,135092
299143,172248
221383,246900
165678,157385
247461,148291
25367,144534
202898,235026
303084,134957
238131,137059
322895,259434
53586,198570
149040,109022
40787,144112
44707,124405
292095,133963
249077,140876
318399,148023
173124,250839
267627,115524
335310,157358
300383,118879
118305,121127
315739,189809
70981,96287
309044,104427
338062,172753
4677,126539
181626,169214
151048,162419
353692,105946
47946,176811
263171,174576
14208,200514
37774,99243
95785,105676
345196,104294
186831,103848
87009,117700
315768,276052
142049,71918
111956,162553
213399,124603
168892,265411
76130,122684
109052,96188
265243,173286
200215,152365
235094,154371
157093,85006
246129,141561
225522,149094
298759,121729
47513,151496
347770,267268
330849,176917
238754,135947
269259,248166
90661,132320
270516,221730
120519,102964
260656,206071
124876,138045
192381,114375
39710,147612
19995,142144
158184,111344
47747,123171
187401,132328
316380,149437
205225,185861
228305,173199
208681,160968
159336,130246
301836,173189
133417,204257
261717,134285
22713,130943
247856,133541
82798,115167
251931,124994
323033,185785
159400,146397
178490,95823
300937,314620
266347,190728
305816,212298
244288,92279
152632,174376
143819,130505
91935,283450
273509,210459
292096,97501
136977,151959
198698,118611
93782,123587
139990,141071
71053,118190
12489,183205
153120,164192
5315,124615
346617,200813
352627,185954
161761,145381
206998,236496
27650,194933
22696,109530
118247,150445
54880,154572
52708,128440
210730,121902
22893,151019
24712,166014
102366,203499
212815,119895
117345,116437
94385,88601
11394,136011
344944,118155
185946,154664
3118,242875
40954,143154
37764,163607
255509,195081
69911,193262
102791,91168
158861,146388
316571,188065
273410,152866
22631,130277
180161,103216
75872,226116
10350,168468
47882,128701
118911,200942
49651,218119
157824,123204
267748,179917
66766,136167
133057,156748
191352,106297
187948,124916
146982,107482
18961,150103
164120,128311
327851,136551
276051,137102
192970,118925
147787,110917
103687,90813
28730,230399
27452,134869
347740,132115
91770,125600
222512,179454
167749,145823
302659,222070
331619,141386
348117,134342
189780,132551
306343,99814
6228,133174
77345,279046
209274,116610
232428,120840
309299,185183
23309,146713
246856,127929
255136,116886
220379,233431
4058,84238
261808,164234
125310,137955
197829,99241
322992,103035
343958,112118
244607,83644
147012,125716
249044,156381
70084,191485
241960,279278
138984,115906
228604,87076
154006,157187
273193,145875
284621,247531
302057,116368
137308,190256
17031,186608
295561,125621
320487,173971
78293,155934
89816,171304
98649,145863
152400,191495
344847,96083
196274,153152
73339,152162
229630,182245
137263,101049
336320,138690
35816,136567
166271,136271
90325,180466
309733,207363
26117,110018
146374,97827
218880,101272
37430,186030
191972,141995
154029,116339
132699,154537
52196,133112
104403,115350
14488,197105
38411,104821
300361,153390
319613,118950
8228,197631
349082,150473
20639,163810
117359,298956
264725,123662
258847,143550
223621,187376
53082,121743
78291,184993
182594,300510
108064,306051
295934,153596
302124,180243
76328,221385
34154,160429
338967,175261
15287,172130
274537,139637
228308,181478
159535,113250
182239,238185
89535,115901
113919,132285
305898,154242
181351,116484
208253,137174
29420,140610
29376,178731
122856,174558
119473,159496
80717,147635
319725,138676
181252,104253
338707,144308
91982,156886
146309,150173
39488,189037
345469,115863
328307,167592
2374,153178
85610,221669
48758,139883
279791,103837
95075,142550
192959,122639
355681,326755
283720,109124
115874,99998
171725,181920
155121,217569
342758,123683
65941,131717
348065,117532
309587,200088
64958,196082
160230,129107
20647,186321
154063,128566
50812,130117
103125,132452
219383,233936
104212,136953
1586,99375
7335,126319
240895,145493
322458,101779
303145,199961
50336,191171
227138,120146
33459,98431
265199,169700
261452,184543
306455,233734
94321,120103
342569,129506
98176,124844
101432,136852
269150,194857
310199,95937
355288,158136
178210,240608
53317,113019
329785,130718
177773,105155
30807,139107
336360,154653
258049,140618
240794,87163
57475,252796
146312,110077
86761,135500
294463,194314
91276,284397
152835,103262
27740,161407
241593,102048
324365,98591
10714,105256
160573,164338
149036,168829
24236,125515
39022,73782
139265,129080
96871,134559
110506,257120
12827,134155
11535,119206
303281,147332
169626,203723
95636,83833
326181,154289
91722,153952
18003,178361
281876,177128
322476,147550
150233,154251
266274,114711
338769,119218
281868,137288
250635,226938
60493,162539
294981,129220
306066,131197
71617,145379
142801,117787
56151,174169
230892,129676
217089,103215
195138,147410
337702,89316
51986,104383
341116,120153
338199,116395
242036,104384
90867,139899
160291,93736
220585,80066
315177,146275
226061,149663
281136,79197
122920,184686
80491,128769
145910,104407
69370,171433
151439,189444
267925,101680
134509,92510
78242,199893
174842,228076
278759,206079
156004,139151
17127,124293
57900,90738
211969,104968
239222,115017
132921,179111
193539,238212
22109,109864
156103,265100
234293,181281
65651,270140
260951,122954
201321,81898
235627,151335
132702,121988
6521,131750
154314,149058
226333,159271
284878,141777
5982,265201
297721,147810
354137,172512
161542,121956
113739,170532
8243,190354
210539,148787
331334,128854
14941,111615
243696,274872
222867,158768
334577,98491
30543,158501
159973,125356
260736,89863
3848,230947
45196,172415
133402,173105
203611,120558
172445,160547
74906,218100
105798,145500
274991,186200
309410,156668
248839,96138
81197,181424
89211,132102
38737,213514
116691,269924
272811,149524
38012,159248
180947,127585
152845,215859
209982,235307
321408,101955
280629,150545
331636,83911
300474,172962
341906,185750
243973,184119
558,282489
231700,277991
183898,122583
269278,229063
149499,207012
106340,247070
290609,149568
184388,184257
149503,212156
24271,114321
144126,113997
336640,194858
104979,190376
62143,79730
136598,90215
282439,113868
37518,259648
253905,112885
263877,147254
49907,280666
316371,175446
233715,208491
292045,122664
320917,219959
50902,123079
308628,115481
346450,209421
86356,211923
164898,158523
142956,88587
215325,114959
9929,155157
127793,141430
255205,263730
198150,89438
66000,147060
252643,149794
319926,133269
220645,210058
286229,184198
36425,183581
64902,132352
166611,90375
193599,274560
273771,191234
271062,208227
192888,115009
308771,228034
43504,126152
66807,148609
229920,132943
171099,151205
204933,121373
273914,122299
121599,156812
177810,142890
55350,94471
266955,191145
314903,188695
89718,148011
169290,256878
21823,232829
244849,145607
253490,202353
294526,158582
106080,208221
168989,150091
10919,180836
160328,120138
312103,227058
61827,108872
294053,168787
205650,122315
93584,170155
116356,171934
3057,106484
336414,194637
31043,145694
32025,239478
174031,126794
15259,114563
111673,160224
327921,153906
315757,136639
160252,127320
182548,360546
312086,147062
193338,135460
98888,148258
244784,166473
32416,230620
164903,99189
303905,152845
297043,82540
118700,116981
207651,86160
307108,233211
273312,153975
153811,217223
144688,123581
3654,106286
187779,123750
319216,161006
44913,116345
329709,219027
190353,119101
53355,172446
144148,96076
301603,159336
207469,182400
135156,169176
46985,104975
148552,140486
102901,131337
122540,274566
245994,199641
209957,175657
265278,141036
253765,178921
237301,214139
55621,82211
221262,214627
265708,159145
47296,139493
233182,292415
64335,134366
88416,122215
117020,197859
329001,110288
249409,115195
261852,169268
32164,144518
171518,119344
129848,221955
293209,92266
129988,179397
104248,121868
22804,200411
52032,272824
100499,155183
344298,153813
321971,217103
249691,160607
58132,169278
96298,173646
12433,144260
261419,95348
175,163701
76752,164356
163537,158280
355140,120612
316100,145649
294841,90907
237412,214466
10102,162432
278006,128053
243272,143207
119133,177140
283369,180246
63253,126948
242994,147059
131076,175667
15223,213827
85669,131668
319029,196453
194766,188217
21380,126863
239881,110993
108551,139416
107565,105933
217625,126581
211051,170295
306437,103040
129244,140681
144285,159875
75684,127378
274087,129434
15065,105407
47464,85047
124910,167198
8912,178897
112761,110225
241372,81447
271256,162395
125585,152595
311649,163670
290104,165892
66104,97218
99829,96382
206863,128783
206008,205585
595,140235
102857,108528
299944,239504
286713,230687
209149,168663
326494,141364
120951,151493
15170,188469
320000,162663
258492,128581
355799,185138
44899,120952
188763,267427
94973,121155
265929,217625
247550,165316
312735,103528
85763,106665
98239,222416
64768,222198
145228,144475
241871,111015
100210,263397
59986,88103
213073,105204
44786,160599
271769,226425
137898,174772
246145,131716
276756,175977
60922,204940
252647,103930
219409,114241
72359,174312
134256,143659
131802,152469
184267,113989
275413,180175
50219,82453
36051,142010
354263,133931
54100,272447
29143,171141
322352,218397
275231,128798
108504,100595
224071,100242
350885,157487
255848,147179
355811,89559
176608,99468
265656,182228
38460,116598
113344,140995
274960,142879
312626,331075
194699,95951
12815,101449
51220,111453
139522,201773
294913,125086
34167,175029
181078,135994
43215,107100
114387,120933
26588,78771
242898,116052
62389,138857
104426,128539
172156,120929
202698,225879
161619,159066
222862,121236
337489,192104
75060,131378
174690,94281
68428,111344
71075,106210
43933,124332
325934,102631
203918,177821
242033,127265
32979,195125
171153,128619
249321,72013
132461,184978
210936,147770
237150,260398
25067,120099
266511,121210
138264,139845
98225,251909
349904,82412
286860,177707
149149,147234
275689,130382
48899,128444
8887,118880
319654,168034
123869,128894
198417,166290
27517,131802
21228,241367
336641,178235
334224,179939
97228,154788
85431,257194
299074,173483
47947,176371
118122,185041
238124,148617
244336,159106
44257,184229
320096,137378
12435,136874
102086,225788
279636,116660
24076,128054
189924,178228
323055,238474
141861,214164
101541,184901
206877,85315
153455,97875
14871,190897
125376,189949
57647,168681
347307,160518
252041,219155
113890,171152
271813,133102
179015,115426
206076,102750
104729,135882
340216,163648
347918,87986
154413,164388
114048,128903
45370,121257
222991,121974
349933,163035
16314,98666
